epoch,accuracy,loss,val_accuracy,val_loss
0,0.11390647,4.786637620670785,0.12887945771217346,4.910821662000565
1,0.16487646,4.214121244020405,0.16236524283885956,4.568057890851215
2,0.20130692,3.911089322633687,0.22329303622245789,3.936713608446093
3,0.2290382,3.7008312397303085,0.21071545779705048,4.05327028637811
4,0.25333878,3.526994406478318,0.2791571319103241,3.513827337232613
5,0.275679,3.3792287444055678,0.29516497254371643,3.4057637797738556
6,0.3052481,3.2360557412039825,0.2736034095287323,3.5380522936086023
7,0.31627527,3.0959946095663504,0.31917673349380493,3.2732024819038537
8,0.3401266,2.982518685309527,0.29238811135292053,3.489982958519159
9,0.36250767,2.8486657355497242,0.34906893968582153,3.1868407351641204
10,0.37937513,2.7580518708999286,0.3593596816062927,3.069921042552301
11,0.39579335,2.6456911638753375,0.37340739369392395,2.976011635781269
12,0.41257912,2.553844898205181,0.3729173541069031,2.9946778916486996
13,0.4304268,2.4672824516183436,0.38092127442359924,2.9805629727732157
14,0.44749847,2.3712847616274746,0.35135576128959656,3.2026875542488336
15,0.46301818,2.2835854577268413,0.41473373770713806,2.8001715784873578
16,0.4725342,2.2231342720357357,0.3979091942310333,2.91681948980838
17,0.48772717,2.143350513151331,0.38206467032432556,3.1218347500368333
18,0.50136817,2.0711758497517425,0.4117935299873352,2.9202235856503296
19,0.5143557,2.0028259265074713,0.3949689567089081,3.0356420581148402
20,0.52554625,1.933651933344817,0.4093433618545532,2.945200903592488
21,0.54053503,1.8683024039140934,0.41261026263237,2.941449337050791
22,0.5507862,1.8247637124750014,0.39464226365089417,3.1045329346449613
23,0.55736166,1.7893551318577803,0.4318850040435791,2.847462981403828
24,0.57292217,1.7114714622887053,0.406403124332428,3.0949381353496066
25,0.5802736,1.6600390606445514,0.4054230749607086,3.0824467330460297
26,0.58729833,1.6246513870800907,0.3882718086242676,3.205999555014505
27,0.6032673,1.568721731044527,0.38957858085632324,3.170485122030134
28,0.60816824,1.5254102208844638,0.4176739752292633,3.0567536644980784
29,0.6229528,1.4741230974884842,0.43123161792755127,3.0021196544968745
30,0.6287931,1.4437122725700393,0.4464227259159088,2.944740020773139
31,0.6337758,1.4030592590637394,0.4335184693336487,3.0536057348930536
32,0.6449255,1.3566303123034382,0.4341718256473541,3.049621146163766
33,0.65146005,1.3346854757430093,0.414897084236145,3.272103665506711
34,0.6625281,1.2899171175751267,0.43711206316947937,3.111450477972096
35,0.66742903,1.2574551851768407,0.4098334014415741,3.2835667241986615
36,0.6773126,1.218989826548652,0.41587716341018677,3.3068942263483883
37,0.6769859,1.2027516822705884,0.4268212914466858,3.269778014631374
38,0.685195,1.1737365793349281,0.43400847911834717,3.2662244147235606
39,0.69985706,1.1246307950275929,0.4073832035064697,3.442045230018045
40,0.699612,1.1103093928990861,0.43008819222450256,3.276158466170871
41,0.7131713,1.0782072528761601,0.4153871238231659,3.334543890051108
42,0.71198696,1.0627769066602424,0.44985300302505493,3.1800395292380554
43,0.71782726,1.0280335216685803,0.44740280508995056,3.161132300028572
44,0.7199918,1.0195392803194476,0.40215614438056946,3.604909233079553
45,0.7279559,0.991055679204441,0.43090492486953735,3.300692329450356
46,0.7356749,0.9694361275888497,0.4055864214897156,3.4888085519827414
47,0.737717,0.9512699472190945,0.42665794491767883,3.4693800735535945
48,0.7457627,0.9158001197365466,0.4405423104763031,3.4288485068894805
49,0.7503778,0.9012219597131154,0.44511598348617554,3.408642842231409
50,0.75932205,0.8675616360158611,0.41048675775527954,3.632046986934758
51,0.7574433,0.8675902202564136,0.39186540246009827,3.856255764121598
52,0.7633245,0.8463719024739996,0.4232276976108551,3.6207678402143926
53,0.76475394,0.8388031535278128,0.43400847911834717,3.402595926133374
54,0.7803145,0.7946456901633255,0.42731133103370667,3.5915541077548094
55,0.7765979,0.7863545310285497,0.43531525135040283,3.522657972112741
56,0.77643454,0.7908652188560295,0.4475661516189575,3.5512861410257512
57,0.78799266,0.7576879410688211,0.4243711233139038,3.6688061787855464
58,0.78811514,0.7506259158311485,0.4287814497947693,3.66006705559223
59,0.78778845,0.7485427888675882,0.429924875497818,3.6362519150503085
60,0.78836024,0.7490494777554026,0.4307415783405304,3.6831460449283555
61,0.79636514,0.7150555374234312,0.44348251819610596,3.6360268280499124
62,0.7983255,0.7061749288980781,0.4354785978794098,3.691509551839944
63,0.8037574,0.68200380811405,0.4291081428527832,3.7106361161723944
64,0.8073514,0.6728718477096853,0.4480561912059784,3.6660824450586635
65,0.8116398,0.6645798647284434,0.44429925084114075,3.7216236994804723
66,0.8116806,0.6551807508143401,0.4374387562274933,3.743001164271527
67,0.81417197,0.6510432133461374,0.4452793300151825,3.6854525843074764
68,0.819563,0.6356421056610725,0.4539366364479065,3.6456880701869503
69,0.82246274,0.6251172972183119,0.4449526369571686,3.756829651225357
70,0.8235654,0.615788056311472,0.4268212914466858,3.9290593735963757
71,0.8297733,0.5975209237946426,0.4475661516189575,3.827951561271346
72,0.81980807,0.6242752006449747,0.44674941897392273,3.777088704587431
73,0.8298142,0.5869339502658654,0.4421757459640503,3.852225705479843
74,0.83316314,0.5689230508163605,0.44184908270835876,3.8669121902544332
75,0.83442926,0.5644461900087091,0.4361319839954376,3.8562704272147137
76,0.83491933,0.5620216342948616,0.4511597454547882,3.947192223700617
77,0.84198487,0.5574507781966063,0.44740280508995056,3.8626744134174533
78,0.8421891,0.5448270543828555,0.4413590431213379,3.9025717368900135
79,0.83904433,0.5552227676170369,0.449526309967041,3.8833077470682213
