epoch,accuracy,loss,val_accuracy,val_loss
0,0.18831939,4.075764282776527,0.336164653301239,2.9947503061708924
1,0.32534206,3.059760795283225,0.4103234112262726,2.6326559257445012
2,0.37402493,2.7740891542779393,0.42665794491767883,2.547713876354737
3,0.40163365,2.6287383366195867,0.44233909249305725,2.4656680255339682
4,0.42323872,2.5208623038376254,0.4735380709171295,2.333608761016001
5,0.43434757,2.4482252413578514,0.4609604775905609,2.3870450661331173
6,0.44157648,2.392617212345777,0.46994447708129883,2.3413047105103137
7,0.45333877,2.3535247754729327,0.46912774443626404,2.3613854929030778
8,0.45991424,2.318076409041358,0.46912774443626404,2.351502598208253
9,0.46616295,2.282436447842695,0.47615158557891846,2.3307241061979243
10,0.4732285,2.2523777054820178,0.46586084365844727,2.4153860120436836
11,0.47555646,2.2378429440325416,0.47386476397514343,2.3543211284006236
12,0.47392282,2.223876341420922,0.4727213382720947,2.3778440889989736
13,0.48368388,2.1837128856168952,0.4743547737598419,2.3958210358624363
14,0.48805392,2.16336586739254,0.4901992678642273,2.314960503920898
15,0.49034104,2.150646043135386,0.49117934703826904,2.355209857916684
16,0.49107617,2.1331968882776704,0.4823586940765381,2.3871732238693513
17,0.49928528,2.107048912201216,0.4835021197795868,2.369936162877885
18,0.499612,2.0959415086829374,0.4882391393184662,2.392713242751716
19,0.49712068,2.1061124589167153,0.48366546630859375,2.376407916465642
20,0.5019808,2.0975018078486776,0.48562562465667725,2.343870048272146
21,0.5096998,2.069960459548891,0.4877490997314453,2.383424208936096
22,0.50451297,2.0664761394974356,0.4964064061641693,2.3540108049278046
23,0.50994486,2.04774234460426,0.482685387134552,2.4598275078390595
24,0.5131713,2.043946940348249,0.4929761588573456,2.3565117238744806
25,0.509659,2.0456349337712,0.489055871963501,2.3919144283514013
26,0.514029,2.0265237054265905,0.48644232749938965,2.4258331670281312
27,0.5205636,2.005646292026953,0.4929761588573456,2.3897075491066815
28,0.5174597,2.0149588260841487,0.4885658323764801,2.370904023333415
29,0.5158669,2.005012938604809,0.49068930745124817,2.3848380818549266
30,0.5198693,1.9935484514592836,0.48480889201164246,2.4542574958449213
31,0.5182765,2.015303494006681,0.48219534754753113,2.393985426803696
32,0.5192158,1.989440401510387,0.48088860511779785,2.4061829296057224
33,0.52121705,1.9916182947226975,0.48203200101852417,2.401519993480145
34,0.52158463,1.9889352641301372,0.49036261439323425,2.4209091417230995
35,0.5255054,1.9606765486718392,0.4815419912338257,2.4441745222413203
36,0.52003264,1.9740892346693542,0.4737014174461365,2.539829655746664
37,0.5246069,1.9617745423428934,0.4964064061641693,2.4190713218986812
38,0.5287319,1.951510222589383,0.48840248584747314,2.4807572216428366
39,0.5314683,1.9397663969055887,0.4870957136154175,2.456644985224834
40,0.5305289,1.9376808527953677,0.48758575320243835,2.4971167586746263
41,0.5313457,1.9521753904939745,0.4862789809703827,2.5060335874401716
42,0.53273433,1.922613168176593,0.48987260460853577,2.4874220664732523
43,0.53216255,1.9223762677060066,0.4928128123283386,2.4710911445779686
44,0.53493977,1.9194108376484489,0.4995099604129791,2.42860369439298
45,0.53179497,1.9320085026377047,0.480398565530777,2.5385727213707208
46,0.5330202,1.9262788386741219,0.48676902055740356,2.459603226679441
47,0.5379212,1.9050957912629007,0.4882391393184662,2.456725098774426
48,0.53563404,1.9173814458264753,0.4897092580795288,2.507354995776765
49,0.5341638,1.9243872742227373,0.48023521900177,2.5938250034784653
50,0.5328568,1.9235585080864042,0.48252204060554504,2.583630982585609
51,0.5398407,1.9038838892195307,0.4944462478160858,2.4791923102815336
52,0.5336737,1.9132964598687054,0.48121529817581177,2.5353678448143366
53,0.5354707,1.9188979422921961,0.47108787298202515,2.5516636800392125
54,0.5411885,1.8992667913388204,0.4882391393184662,2.5004416914478464
55,0.5426179,1.8816442016681798,0.489055871963501,2.5445512028076958
56,0.5352665,1.9088673511280778,0.4877490997314453,2.4984457986645356
57,0.5334286,1.9068996012003927,0.4929761588573456,2.509882061514968
58,0.54274046,1.8985950941841823,0.48954591155052185,2.5031654803202223
59,0.5418828,1.8801767702416203,0.4877490997314453,2.534619713016524
60,0.54233205,1.8775325888586405,0.49003592133522034,2.526695732430125
61,0.5424137,1.8721143355047263,0.4885658323764801,2.5591286556349204
62,0.53820705,1.893967648192233,0.4799085259437561,2.5877513103101895
63,0.54343474,1.8640575451585062,0.4928128123283386,2.5505872726128875
64,0.5408209,1.8780090221512529,0.4964064061641693,2.53845686594749
65,0.54029,1.8750757518509882,0.4818686842918396,2.5748349865913704
66,0.5415969,1.873291188384748,0.48921921849250793,2.576171303878069
67,0.5461303,1.8667805585613877,0.4874224066734314,2.587340207825841
68,0.5456402,1.8556195265520878,0.4818686842918396,2.609856828565264
69,0.5435573,1.8760054014594258,0.4835021197795868,2.590010064834475
70,0.5467021,1.8726375321234785,0.4810519516468048,2.55804554701864
71,0.5454768,1.863412888448823,0.4885658323764801,2.577732106043365
72,0.5455177,1.8712202225628254,0.49346619844436646,2.5408196217170222
73,0.5400041,1.8610553652163742,0.49199607968330383,2.4934069258214135
74,0.54135185,1.869366141623664,0.48121529817581177,2.5825603764963008
75,0.5455585,1.8518327455362884,0.49068930745124817,2.5483422860410703
76,0.5460895,1.8550118566508778,0.480398565530777,2.6132322200097824
77,0.54858077,1.845463441697242,0.4835021197795868,2.579221286091373
78,0.5462528,1.8507920689648065,0.491342693567276,2.535718200682659
79,0.5504186,1.853722060727226,0.49036261439323425,2.603105190103251
